Lake Name,Site type,ID #,Date,Time,PW,W,TotalDepth(m),SecchiDepth,Depth(m),Epi/Hypo,WaterTemp(CelS),DO(% sat),DO(mg/l),pH,Con (mS/cm),MC ID,AC ID,Nutrient ID,Layer,AT (°C),Bar P (mbar),Alt (m),Max WS (m/h),Avg WS (m/h),Wind Direction,Chloro 1 Fluorosense,Chloro  2 Fluorosense,Phyco 1  Fluorosense,Phyco 2 Fluorosense,MC (ppb),NH3,Cl,SO4,NO2,NO3,SiO2,SRP,TP,TKN,TN,COND,SS,F,Notes,Quanta #,Weather Meter #,Fluorometer #,Aquafluor #,Van Dorn #,,
Big Barbee,Open,20196BBA2,7/14/2020,14:25,S,S,12.6,2.0,0.0,,28.7,121.60,9.40,8.660,0.433,,,,,28.9,1019.00,694,1.8,1.1,E,20,20,21,21,0.075,,,,,,,,,,,,,,,1,2,1,,3V,,
Big Barbee,Open,20203BBA2,7/21/2020,14:22,S,R,12.4,3.9,0.0,,27.7,114.6,9.00,8.650,0.427,,,,,32.9,1019.30,714,2.1,1.5,E,13,13,17,17,0.075,,,,,,,,,,,,,,,3,2,1,,,,
Big Barbee,Open,20210BBA2,7/28/2020,14:33,O,S,12.3,2.8,0.0,,28.2,109.5,8.53,8.630,0.432,,,,,31.5,1016.70,775,12.8,5.1,W,13,13,13,13,0.075,,,,,,,,,,,,,,,1,2,1,,,,
Big Barbee,Open,20217BBA2,8/4/2020,14:45,S,S,12.9,6.0,0.0,,25.3,100.8,8.26,8.680,0.422,,,,,24.9,1018.10,761,14.2,5.1,NW,9,9,12,12,0.075,,,,,,,,,,,,,,,1,2,1,,,,
Big Barbee,Open,20224BBA2,8/11/2020,15:00,R,S,12.5,5.4,0.0,,26.4,107.1,8.60,8.430,0.425,,,,,28.5,1017.90,750,5.3,4.9,NW,11,11,11,11,0.075,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,18206BBA2,7/25/2018,13:43,R,S,12.7,6.0,0.0,,26.17,111.8,9.07,9.120,0.442,,,,,30.4,1015.6,428,4.1,3.5,W,6,6,5,5,0.152,,,,,,,,,,,,,,NEED TO RECALIBRATE PH,,,,,,,
Big Barbee,Open,18157BBA2,6/6/2018,13:15,O,S,13.0,5.7,0.0,,23.87,108.3,9.11,8.440,0.476,,,,,28.8,1015.3,436,1.8,1.6,E,15,15,4,4,0.169,,,,,,,,,,,,,,Sprayed for weeds in channels 2 days prior,,,,,,,
Big Barbee,Open,18178BBA2,6/27/2018,13:10,R,O,13.5,5.2,0.0,,23.64,89.7,7.59,8.560,0.473,,,,,24.0,1008.4,626,11.9,8.6,W,2,2,7,7,0.199,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,18171BBA2,6/20/2018,13:37,R,O,13.0,3.5,0.0,,27.66,64.8,5.07,8.460,0.428,,,,,25.7,1011.1,550,9.0,4.2,W ,44,44,12,12,0.22,,,,,,,,,,,,,,DO SHOULD HAVE SETTLED MORE,,,,,,,
Big Barbee,Open,10231BBA2,8/19/2010,12:15,"O, C/S",C/S,12.5,4.1,0.0,,27.40,104.50,8.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,10265BBA2,9/22/2010,11:47,"C/S, R",O,,5.1,0.0,,21.50,105.70,9.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,11139BBA2,5/19/2011,14:35,O,O,12.2,5.1,0.0,,16.40,104.00,10.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,11167BBA2,6/16/2011,15:35,"R, O",C/S,15,4.3,0.0,,22.00,109.80,9.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Was windy, went sideways.",,,,,,,
Big Barbee,Open,11195BBA2,7/14/2011,11:20,C/S,C/S,13.0,3.2,0.0,,26.90,113.70,9.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,11230BBA2,8/18/2011,11:05,C/S,C/S,14.0,4.5,0.0,,26.70,119.00,9.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,11258BBA2,9/15/2011,12:45,"O, R",C/S,13.0,6.2,0.0,,20.10,77.70,7.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Really windy.,,,,,,,
Big Barbee,Open,12143BBA2,5/22/2012,15:30,S,C/S,13.0,7.0,0.0,,22.70,123.90,10.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,12158BBA2,6/6/2012,11:00,C/S,C/S,14.0,3.5,0.0,,21.00,140.30,12.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,12171BBA2,6/19/2012,8:30,C/S,C/S,14.0,3.5,0.0,,25.20,106.50,8.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,12185BBA2,7/3/2012,10:00,C/S,C/S,12.0,3.2,0.0,,28.10,104.80,8.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,12199BBA2,7/17/2012,10:40,C/S,C/S,12.0,3.2,0.0,,29.10,111.90,8.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,12212BBA2,7/30/2012,11:30,C/S,C/S,13.0,4.6,0.0,,27.80,115.40,9.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,12219BBA2,8/6/2012,14:20,R,C/S,13.0,5.6,0.0,,28.80,98.50,7.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,12243BBA2,8/30/2012,18:15,C/S,C/S,13.0,7.1,0.0,,26.60,120.10,9.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,12254BBA2,9/10/2012,14:45,C/S,C/S,13.0,6.3,0.0,,25.60,86.20,7.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,13134BBA2,5/14/2013,9:20,C/S,C/S,12.3,7.3,0.0,,18.69,112.40,8.94,9.970,0.506,,,,,20.2,982.1,262,0.9,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,13151BBA2,5/31/2013,10:10,R,R,14.3,6.6,0.0,,21.86,104.70,8.91,8.410,0.492,,,,,19.5,983.3,257.2,12.1,9.1,,,,,,,,,,,,,,,,,,,,"Circulator clogged frequently, so meter was moved up and down to ensure flow.",,,,,,,
Big Barbee,Open,13171BBA2,6/20/2013,10:45,C/S,C/S,13.6,2.5,0.0,,24.71,158.10,12.71,8.850,0.441,,,,,28.7,992.1,257.2,1.8,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,13175BBA2,6/24/2013,10:45,R,C/S,13.1,2.8,0.0,,25.79,113.30,8.91,8.590,0.455,,,,,25.4,988.6,257.2,10.6,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,13189BBA2,7/8/2013,10:10,ST,C/S,12.2,2.7,0.0,,25.42,110.60,8.87,8.190,0.477,,,,,27.4,987.4,257.2,11.3,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,13203BBA2,7/22/2013,12:20,R,C/S,13.1,3.1,0.0,,28.44,91.00,6.92,8.450,0.421,,,,,29.4,981.8,257.2,7.6,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,13217BBA2,8/5/2013,10:03,C/S,C/S,13.1,3.5,0.0,,23.18,93.10,7.76,8.370,0.474,,,,,20.7,987.9,257.2,3.7,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,13228BBA2,8/16/2013,10:30,C/S,C/S,13.6,4.7,0.0,,23.60,88.00,7.05,8.270,0.473,,,,,15.6,990.8,257.2,12.1,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,13246BBA2,9/3/2013,14:45,C/S,C/S,12.6,3.3,0.0,,25.63,91.40,7.26,8.240,0.441,,,,,22.9,986.3,257.2,8.0,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,15146BBA2,5/26/2015,16:00,O,O,12.0,5.5,0.0,,20.43,106.00,9.61,8.290,0.546,,,,,23.0,983.0,299.0,10.2,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,15154BBA2,6/3/2015,12:20,S,O,13.0,12.5,0.0,,21.00,102.40,9.07,,,,,,,20.0,989.7,242.0,9.1,5.5,,,,,,,,,,,,,,,,,,,,used old DO reader instead of quanta meter.,,,,,,,
Big Barbee,Open,15161BBA2,6/10/2015,12:50,S,O,12.7,6.1,0.0,,22.57,103.50,9.01,6.750,0.540,,,,,26.0,980.1,324.0,13.5,9.0,SW,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,15168BBA2,6/17/2015,12:13,O,O,13.5,5.7,0.0,,24.50,108.80,9.15,6.900,0.537,,,,,22.4,987.9,257.0,4.0,0.3,S,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,15175BBA2,6/24/2015,12:32,S,O,12.6,4.0,0.0,,25.50,125.50,10.43,8.690,0.550,,,,,27.0,993.1,213.0,2.7,1.2,S,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,15182BBA2,7/1/2015,9:35,O,O,13.1,3.9,0.0,,21.58,97.20,8.59,8.540,0.554,,,,,16.3,984.5,286.0,3.9,2.5,NW,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,15189BBA2,7/8/2015,12:15,O,O,12.9,4.1,0.0,,23.24,106.70,9.14,8.780,0.554,,,,,20.7,990.1,242.0,6.0,4.0,SE,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,15203BBA2,7/22/2015,13:08,S,S,13.7,2.5,0.0,,26.44,158.80,12.85,8.810,0.501,,,,,30.9,988.2,255.0,3.6,2.5,N/NW,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,15210BBA2,7/29/2015,11:57,S,O,13.8,2.3,0.0,,29.09,179.50,13.82,8.870,0.451,,,,,33.3,987.7,259.0,9.5,8.5,W,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,15217BBA2,8/5/2015,11:45,S,S,12.5,2.0,0.0,,26.82,150.90,12.06,9.020,0.464,,,,,32.0,991.9,226.0,0.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,15231BBA2,8/19/2015,11:30,S,S,13.1,3.8,0.0,,26.65,100.00,8.00,9.030,0.462,,,,,27.8,980.3,322.0,4.8,4.7,W,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,15245BAR2,9/2/2015,11:55,S,S,12.9,4.6,0.0,,27.10,112.20,9.07,,,,,,,31.9,991.1,231.0,2.5,1.5,SW,,,,,,,,,,,,,,,,,,,"D.O. reader consricts reading to 14m, and only does WT, DO(mg/l), DO(%sat)",,,,,,,
Big Barbee,Open,16144BBA2,5/23/2016,12:55,S,S,13.5,7.0,0.0,,19.31,115.3,10.76,8.480,0.562,,,,,28.7,986.8,221,3.4,1.3,SW,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,16158BBA2,6/6/2016,12:58,O,S,13.2,7.0,0.0,,23.41,102.6,8.75,8.290,0.541,,,,,28.5,974.0,329,15.0,8.5,SE,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,16165BBA2,6/13/2016,14:00,S,S,13.1,3.5,0.0,,24.61,140.1,11.71,8.740,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,16172BBA2,6/20/2016,13:00,S,S,13.4,3.2,0.0,,26.32,142.7,11.54,8.530,0.440,,,,,30.4,987.9,214,14.3,12.2,NW,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,16179BBA2,6/27/2016,12:40,R,S,12.5,2.6,0.0,,27.56,109.0,8.63,8.750,0.456,,,,,31.7,987.0,221,7.9,5.8,W,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,16193BBA2,7/11/2016,12:45,S,S,13.1,2.0,0.0,,26.85,144.6,11.56,8.610,0.457,,,,,27.8,986.4,225,4.4,4.0,SE,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,16200BBA2,7/18/2016,13:25,O,S,12.8,2.4,0.0,,26.24,118.7,9.65,8.500,0.425,,,,,29.6,990.3,192,0.0,0.0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,16207BBA2,7/25/2016,12:30,R,S,12.0,3.7,0.0,,29.09,115.6,8.89,8.490,0.406,,,,,29.0,985.1,286,6.2,5.6,NW,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,16214BBA2,8/1/2016,12:15,O,S,13.1,2.3,0.0,,29.74,107.4,8.13,8.360,0.412,,,,,34.2,988.5,293,2.2,1.5,NE,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,16221BBA2,8/8/2016,12:45,S,S,12.7,2.7,0.0,,27.46,96.1,7.58,8.540,0.408,,,,,30.1,987.8,303,7.7,3.6,SE,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,16231BBA2,8/18/2016,9:15,O,S,12.1,3.0,0.0,,26.89,98.3,7.68,8.100,0.418,,,,,23.9,987.9,301,1.6,0.6,E,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,16235BBA2,8/22/2016,12:20,S,S,13.1,3.5,0.0,,26.85,81.1,6.56,8.590,0.423,,,,,26.6,991.6,270,0.0,0.0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,16242BBA2,8/29/2016,13:00,R,S,12.9,4.3,0.0,,26.98,97.9,7.80,8.950,0.413,,,,,29.2,993.6,253,3.5,3.3,E,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,16252BBA2,9/8/2016,13:00,S,R,12.7,5.7,0.0,,26.52,103.4,8.39,8.330,0.430,,,,,23.4,981.2,269,7.2,6.0,SW,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,17156BBA2,6/5/2017,12:58,S,S,13.3,3.7,0.0,,25.33,133.2,10.95,8.490,0.474,,,,,32.2,1008.6,186.8424,7.3,0.7,N,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,17163BBA2,6/12/2017,12:45,S,S,13.2,4.0,0.0,,24.65,104.4,8.71,8.420,0.488,,,,,35.0,1017.4,115.2144,10.5,0.6,SW,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,17170BBA2,6/19/2017,12:47,S,S,13.3,3.2,0.0,,25.09,103.9,8.62,8.860,0.483,,,,,25.7,1010.3,174.6504,3.3,0.6,SW,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,17177BBA2,6/26/2017,14:00,S,O,13.4,3.8,0.0,,22.93,81.8,7.05,8.830,0.488,,,,,22.9,1019.0,105.156,1.4,2.4,E,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,17194BBA2,7/13/2017,12:30,O,S,13.3,3.7,0.0,,25.18,75.5,6.10,9.530,0.463,,,,,29.7,1018.1,108.204,4.3,0.9,W,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,17198BBA2,7/17/2017,13:15,S,P/C,13.5,2.5,0.0,,26.41,85.6,6.88,9.560,0.464,,,,,33.3,1017.9,110.6424,0.8,0.0,NE,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,17205BBA2,7/24/2017,12:35,S,O,13.5,3.9,0.0,,26.85,63.0,5.00,9.510,0.452,,,,,24.3,1016.0,124.3584,0.8,0.0,NW,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,17212BBA2,7/31/2017,12:40,S,S,13.4,3.5,0.0,,27.33,143.0,11.51,8.300,0.432,,,,,31.5,1023.4,64.9224,1.7,0.9,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,17219BBA2,8/7/2017,12:30,S,S,13.4,4.9,0.0,,23.91,103.4,8.61,8.210,0.433,,,,,28.9,1017.1,116.7384,5.6,4.9,N,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,19156BBA2,6/5/2019,14:00,O,S,13.8,6.9,0.0,,23.00,124.5,10.66,8.560,0.485,,,,,,28.9,1008.00,1019,4.3,1.5,SW,9,9,8,,,,,,,,,,,,,,,,Pro1,,,,,,
Big Barbee,Open,19163BBA2,6/12/2019,14:00,S,S,13.5,3.9,0.0,,22.60,132.4,11.47,8.580,0.483,,,,,,27.3,1013.70,866,11.7,9.9,S,14,14,18,,,,,,,,,,,,,,,,1,2,,,,,
Big Barbee,Open,19170BBA2,6/19/2019,14:15,O,R/O,13.0,4.3,0.0,,23.60,137.1,11.62,8.660,0.474,,,,,,24.5,1008.30,1012,2.0,0.6,SE,9,9,30,,,,,,,,,,,,,,,,2,2,,,,,
Big Barbee,Open,19177BBA2,6/26/2019,13:40,S,S,14.9,3.5,0.0,,25.90,145.9,11.82,8.580,0.463,,,,,,30.0,1020.80,683,2.7,1.6,SW,13,13,12,,,,,,,,,,,,,,,,1,2,1,,3V,,
Big Barbee,Open,19191BBA2,7/10/2019,12:00,S,S,13.5,1.1,0.0,,28.0,161.8,12.68,8.700,0.447,,,,,,30.4,1016.4,791,4.3,1.7,SW,25,25,35,,,,,,,,,,,,,,,,Pro1,2,1,,,,
Big Barbee,Open,19198BBA2,7/17/2019,13:20,O,S,13.5,2.5,0.0,,28.9,139.0,10.71,8.690,0.436,,,,,,36.7,1015.4,819,0.0,0.0,NW,13,14,21,,,,,,,,,,,,,,,ACF 7/19/19: These values aren't quite within 5% of one another. Reminded sampling team of that standard for Fluorosense sampling after this week.,Pro1,2,1,,,,
Big Barbee,Open,19205BBA2,7/24/2019,13:15,S,S,12.4,2.9,0.0,,26.6,103.1,8.29,8.460,0.440,,,,,,27.7,1023.1,610,2.8,1.2,NW,16,16,22,,,,,,,,,,,,,,,,Pro1,2,1C 1P,,,,
Big Barbee,Open,19212BBA2,7/31/2019,12:53,S,O,12.9,4.1,0.0,,25.70,94.0,7.64,8.130,0.436,,,,,,24.3,1022.40,629,4.0,1.5,N,14,14,20,,,,,,,,,,,,,,,,Pro1,2,1,,,,
Big Barbee,Open,19219BBA,8/7/2019,14:10,S,S,13.1,3.0,0.0,,27.9,157.8,12.40,8.560,0.422,,,,,,31.9,1012.7,889,2.8,0.8,NW,16,16,26,,,,,,,,,,,,,,,,Pro1,2,1C1P,,,,
Big Barbee,Open,21152BBA2,6/1/2021,14:02,O,S,12.4,5.3,0.0,,19.8,130.8,11.9,8.51,0.541,,,,,26.8,993.2,556,4,1.8,NE,14,14,7,7,,,,,,,,,,,,,,,,1,2,1,,1V,,
Big Barbee,open,21159BBA2,6/8/2021,14:24,R,S,13.2,3.1,0.0,,26.4,151.8,12.16,8.41,0.516,,,,,25,987.9,701,14.9,11.2,W,17,17,14,14,,,,,,,,,,,,,,,,1,2,1,,1V,,
Big Barbee,open,21166BBA2,6/15/2021,14:15,S,S,11.8,4.7,0.0,,25.7,111.7,9.1,8.360,0.525,,,,,26.1,988,706,7.3,4.8,NW,11,11,14,14,,,,,,,,,,,,,,,,1,2,1,,1V,,
Big Barbee,open,21173BBA2,6/22/2021,14:26,R,S,12.0,3.4,0.0,,23.9,104.6,8.8,8.280,0.500,,,,,19.8,986.2,741,11.4,5.9,W,22,22,21,21,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,Open,21180BBA2,6/29/2021,14:42,R,S/O,13.3,3.0,0.0,,27.1,149.5,11.89,8.52,0.474,,,,,36.5,991.4,609,1.5,1.1,S,16,16,8,8,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,open,21187BBA2,7/6/2021,15:00,S,S,12.9,2.1,0.0,,27.3,142.0,11.24,8.45,0.481,,,,,33.2,988.2,693,8,6.9,W,26,26,16,16,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,open,21194BBA2,7/13/2021,14:29,R,S,13.3,4.4,0.0,,24.8,112.3,9.30,0.472,8.25,,,,,24.8,986.8,741,11.5,10.4,SW,22,23,20,20,,,,,,,,,,,,,,,,,,,,,,
Big Barbee,open,21201BBA2,7/20/2021,14:07,S,S,13.7,2.2,0.0,,26.9,160.3,12.77,0.442,8.58,,,,,30.1,987.8,703,7.7,3.4,NW,27,27,20,20,,,,,,,,,,,,,,,,1,2,1,,4V,,
Big Barbee,Open,21208BBA2,7/27/2021,18:04,S,S,13.0,2.3,0.0,,28.6,161.7,12.51,0.443,8.61,,,,,28.9,987.1,733,7.5,6.7,WSW,37,37,22,22,,,,,,,,,,,,,,,,1,1,2,,4V,,
Big Barbee,Open,21215BBA2,8/3/2021,14:35,S,S,13.2,2.6,0.0,,27.2,144.3,11.43,0.450,8.51,,,,,35.6,989.7,655,3.8,3.5,NNE,26,26,22,22,,,,,,,,,,,,,,,,1,1,2,,4V,,
Big Barbee,Open,21222BBA2,8/10/2021,14:05,R,S,13.1,4.4,0.0,,27.0,109.5,8.67,0.441,8.31,,,,,32.5,984.7,791,5.0,4.2,W,16,16,16,16,,,,,,,,,,,,,,,eurasian milfoil found in Kuhn Lake N 41.286 W 85.689 at 14:46,1,1,2,,4V,,
Big Chapman,Open,18218BCH2,8/6/2018,11:30,S,S,12.4,6.3,0.0,,27.25,112.1,8.94,8.270,0.397,,,,,28.8,1018.8,345.0,6.0,5.1,S,4,4,2,2,0.075,,,,,,,,,,,,,,,,,,,,,
Big Chapman,Open,20154BCH2,6/2/2020,15:54,S,S,12.2,13.0,0.0,,22.1,108.2,9.43,8.390,0.430,,,,,33.1,1014.00,865.0,8.1,3.6,SW,3,3,0,0,0.075,,,,,,,,,,,,,,,2,2,1,,,,
Big Chapman,Open,20161BCH2,6/9/2020,15:01,S,R,12.0,9.0,0.0,,24.8,114.4,9.49,8.430,0.426,,,,,32.0,1007.80,1030.0,8.4,7.4,SE,5,5,1,1,0.075,,,,,,,,,,,,,,,3,2,1,,,,
Big Chapman,Open,20168BCH2,6/16/2020,15:18,S,S,10.3,7.1,0.0,,24.3,119.3,9.96,8.570,0.414,,,,,,,,,,,,,,,0.075,,,,,,,,,,,,,,,,,,,,,
Big Chapman,Open,20183BCH2,6/30/2020,15:30,R,S,,8.7,0.0,,28.4,118.3,9.18,8.480,0.405,,,,,33.7,1015.20,819.0,2.7,1.6,SE,4,4,0,0,0.075,,,,,,,,,,,,,,,3,2,1,,,,
Big Chapman,Open,20196BCH2,7/14/2020,15:24,S,S,12.0,7.8,0.0,,28.8,124.20,9.60,8.690,0.387,,,,,35.7,1020.50,682.0,2.7,1.6,E,4,4,2,2,0.075,,,,,,,,,,,,,,,1,2,1,,,,
Big Chapman,Open,20203BCH2,7/21/2020,15:35,S,O,12.6,10.3,0.0,,27.9,104.4,8.17,8.650,0.389,,,,,32.1,1019.30,709.0,3.9,3.3,E,4,4,4,4,0.075,,,,,,,,,,,,,,MC and AC samples missed.,3,2,1,,,,
Big Chapman,Open,20217BCH2,8/4/2020,15:46,S,S,12.0,9.2,0.0,,23.9,100.9,8.41,8.780,0.388,,,,,22.5,1018.80,717.0,10.7,6.9,NW,3,3,6,6,0.075,,,,,,,,,,,,,,,1,2,1,,,,
Big Chapman,Open,20224BCH2,8/11/2020,14:10,R,S,12.4,10.0,0.0,,26.7,107.7,8.61,8.450,0.390,,,,,33.7,1018.00,761.0,5.0,3.7,,4,4,4,4,0.075,,,,,,,,,,,,,,,,,,,,,
Big Chapman,Open,18204BCH2,7/23/2018,12:16,R,O,12.0,8.3,0.0,,25.48,95.4,7.79,9.040,0.398,,,,,23.4,1013.5,488.0,2.8,2.1,NE,8,8,7,7,0.154,,,,,,,,,,,,,,,,,,,,,
Big Chapman,Open,18211BCH2,7/30/2018,12:20,O,O,12.2,6.5,0.0,,25.14,96.3,7.92,8.190,0.401,,,,,26.1,1019.9,313.0,1.9,1.1,E,5,5,5,5,0.159,,,,,,,,,,,,,,,,,,,,,
Big Chapman,Open,20175BCH2,6/23/2020,15:31,R,S,12.8,7.3,0.0,,25.3,103.2,8.30,8.500,0.413,,,,,22.8,1010.80,946.0,13.4,11.5,W,7,7,4,4,0.178,,,,,,,,,,,,,,,3,2,1,,,,
Big Chapman,Open,18197BCH2,7/16/2018,11:15,O,O,12.4,3.2,0.0,,29.26,102.6,8.00,8.360,0.398,,,,,32.1,1014.4,461.0,2.6,2.0,SE,3,3,1,1,0.182,,,,,,,,,,,,,,,,,,,,,
Big Chapman,Open,20210BCH2,7/28/2020,15:26,O,S,10.6,10.0,0.0,,28.6,109.9,8.52,8.750,0.388,,,,,30.5,1016.90,780.0,9.1,6.5,W,3,3,11,11,0.225,,,,,,,,,,,,,,,1,2,1,,,,
Big Chapman,Open,18155BCH2,6/4/2018,11:20,S,S,13.0,11.4,0.0,,24.14,102.7,8.61,,0.429,,,,,23.6,1016.6,400.0,10.8,8.5,NW,6,6,3,3,0.236,,,,,,,,,,,,,,QUANTA #1 PH PROBE BROKEN ,,,,,,,
Big Chapman,Open,20189BCH2,7/7/2020,15:21,S,S,10.4,7.8,0.0,,32.1,121.2,8.80,8.540,0.397,,,,,34.1,1017.10,772.0,2.6,2.3,SE,4,4,1,1,0.277,,,,,,,,,,,,,,,1,2,1,,,,
Big Chapman,Open,18190BCH2,7/9/2018,11:20,S,S,12.3,6.8,0.0,,27.54,107.6,8.38,8.540,0.394,,,,,27.7,1024.1,196.0,7.6,4.9,W,3,3,1,1,0.372,,,,,,,,,,,,,,,,,,,,,
Big Chapman,Open,18169BCH2,6/18/2018,11:24,S,S,12.8,7.2,0.0,,27.46,100.0,7.91,8.440,0.395,,,,,30.8,1017.3,383.0,11.1,7.8,SW,5,5,1,1,0.376,,,,,,,,,,,,,,,,,,,,,
Big Chapman,Open,18163BCH2,6/12/2018,13:15,R,O,12.0,7.9,0.0,,23.00,97.9,8.31,8.450,0.406,,,,,25.4,1013.5,485.0,2.7,2.5,S,9,9,5,5,0.662,,,,,,,,,,,,,,,,,,,,,
Big Chapman,Open,18176BCH2,6/25/2018,11:26,S,S,12.1,5.4,0.0,,24.50,103.6,8.63,8.330,0.411,,,,,23.1,1021.5,268.0,6.5,3.5,NE,6,6,4,4,1.915,,,,,,,,,,,,,,"DREDGING CHANNELS IN JULY, AUGUST, AND SEPTEMBER.",,,,,,,
Big Chapman,Open,21187BCH2,7/6/2021,16:14,S,S,12.7,5.0,0.0,,27.5,117.6,9.29,8.43,0.416,,,,,32,988,706,7.1,6.7,W,6,6,7,7,3.715,,,,,,,,,,,,,,,,,,,,,
Big Chapman,Open,10231BCH2,8/19/2010,8:25,"O, C/S",C/S,11.9,7.6,0.0,,27.00,95.10,7.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Chapman,Open,10263BCH2,9/20/2010,9:15,"ST, O",O,11.9,8.3,0.0,,21.10,96.70,8.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Chapman,Open,11137BCH2,5/17/2011,14:45,"R, C/S",O,12.8,8.5,0.0,,16.50,95.80,9.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Chapman,Open,11166BCH2,6/15/2011,14:30,C/S,"R, O",12.0,9.0,0.0,,22.80,97.20,8.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
